Age,Veh_Value,Tax,Price,Veh_Mileage,Credit_Score,License_Length,Sale
34.0,7000.0,14.70208754,294.0417508,5000.0,418.4870493,8.040685593,1
23.0,7000.0,33.88069975,677.613995,7000.0,272.72865319999994,7.249805309,1
26.0,9000.0,44.65095333,446.50953330000004,5000.0,339.4531445,8.704953922,1
22.0,10000.0,46.62144769,466.21447689999997,7000.0,442.85850389999996,2.530881625,1
27.0,5000.0,37.73304303,754.6608606000001,7000.0,319.44879260000005,8.654194685,1
30.0,15000.0,57.43335955,574.3335955,5000.0,433.18566830000003,7.89192523,1
40.0,8000.0,78.59342767,785.9342767,7000.0,482.161614,8.83442856,1
36.0,7000.0,48.50651336,485.0651336,8000.0,320.1499461,7.999710601,1
20.0,8000.0,35.00611851,350.06118510000005,6000.0,348.1225402,5.350843877,0
28.0,10000.0,60.12351807,601.2351807,9000.0,502.7027358,6.688576423,1
34.0,9000.0,35.76950056,357.69500560000006,8000.0,370.3787756,7.817916994,0
56.0,7000.0,20.37245593,407.4491186,8000.0,476.8987624,5.036386558999999,0
32.0,10000.0,49.83538747,498.35387469999995,6000.0,388.3897928,10.71578488,0
27.0,10000.0,53.65064349,536.5064348999999,5000.0,438.7619416,6.946982397999999,1
34.0,15000.0,66.87777865,668.7777865,5000.0,362.9577,6.67205062,1
30.0,9000.0,65.73772536,657.3772536,7000.0,303.8390652,10.49308439,1
22.0,9000.0,67.60899107,676.0899107000001,9000.0,391.88910560000005,9.60769692,1
28.0,15000.0,44.33612344,443.36123439999994,6000.0,493.6801654,8.292574615,0
47.0,8000.0,27.80103935,278.0103935,7000.0,338.1303784,10.38395914,0
33.0,10000.0,66.52066397,665.2066397000001,7000.0,376.7955698,9.621523395,1
24.0,15000.0,64.47915667,644.7915667000001,7000.0,349.51905639999995,10.74268182,1
21.0,8000.0,19.20278052,384.0556104,6000.0,463.581071,4.343697482,0
25.0,10000.0,52.23636895,522.3636895,6000.0,381.98886919999995,9.071517351,1
36.0,8000.0,44.94241612,449.42416119999996,9000.0,296.4124915,11.38886677,0
35.0,10000.0,49.45039732,494.50397319999996,6000.0,369.2632296,8.367723833,1
28.0,10000.0,64.83184435,648.3184435,8000.0,426.73945269999996,7.456937976,1
23.0,15000.0,40.53686161,405.36861610000005,5000.0,414.9498019,9.542712068,0
21.0,10000.0,41.23990455,412.3990455,9000.0,473.9644778,6.820462699,1
31.0,9000.0,59.75368507,597.5368507000001,9000.0,434.705047,6.10245198,1
24.0,10000.0,64.99485191,649.9485191000001,8000.0,502.5141661,8.353080981,1
20.0,7000.0,29.80439085,596.087817,7000.0,356.235864,8.504071544,1
38.0,10000.0,54.27043183,542.7043183,7000.0,466.183634,4.706285697,0
42.0,10000.0,39.26750612,392.67506119999996,8000.0,388.351528,11.52581638,0
24.0,10000.0,66.39272893,663.9272892999999,7000.0,448.7476152,9.998472086,1
33.0,10000.0,69.06123233,690.6123233,7000.0,533.0302031,11.79892675,1
34.0,7000.0,26.61467625,532.2935251,6000.0,517.7133685,6.7047468960000005,1
26.0,10000.0,52.07725732,520.7725732,4000.0,286.952929,11.4143516,1
30.0,5000.0,36.59416465,731.883293,6000.0,431.29624620000004,4.170262221000001,1
39.0,7000.0,26.14775214,261.4775214,6000.0,368.8749168,7.79379752,0
23.0,10000.0,53.374401299999995,533.744013,6000.0,404.7628168,6.746598043,1
26.0,8000.0,50.25723838,502.57238380000007,7000.0,360.15184869999996,9.788184242,1
35.0,15000.0,64.13203088,641.3203087999999,8000.0,323.978375,11.72229689,1
19.0,10000.0,43.68256153,436.8256153,6000.0,344.28616489999996,9.238683931,0
35.0,10000.0,46.21768874,462.1768874,7000.0,500.7806216,9.3751211,1
32.0,8000.0,21.90209918,438.04198360000004,8000.0,340.1127369,11.08148143,0
20.0,10000.0,66.10585491,661.0585491,6000.0,520.3985843,8.696854591000001,1
41.0,9000.0,37.53667814,375.3667814,6000.0,495.0526811000001,7.2712827870000005,0
32.0,8000.0,77.61303584,776.1303584,6000.0,409.6518284,7.573634502000001,1
36.0,8000.0,27.75550533,555.1101066000001,7000.0,440.7642669,5.786654841,1
19.0,7000.0,35.15140469,703.0280938,7000.0,438.9194498,3.1627631430000003,1
25.0,10000.0,63.10339357,631.0339357,7000.0,461.01725999999996,9.733970346,1
51.0,9000.0,40.61933582,406.1933582,9000.0,384.4310132,7.769553779,0
50.0,9000.0,35.62040926,356.2040926,8000.0,318.9584347,8.383819684,0
23.0,10000.0,73.64104533,736.4104533,7000.0,387.40789910000007,6.493896311,1
46.0,8000.0,20.01490122,400.2980245,7000.0,405.218816,5.435581452999999,0
35.0,8000.0,46.02042035,460.2042035,7000.0,313.8305339,5.067881182,0
26.0,7000.0,35.7474395,714.94879,9000.0,494.2569796,5.818936094,1
30.0,6000.0,36.02631442,720.5262885,7000.0,396.00289960000003,7.063960572999999,1
32.0,6000.0,19.85361077,397.07221539999995,6000.0,249.68884959999997,4.635313095,0
22.0,10000.0,50.727810299999994,507.27810300000004,7000.0,388.1884767,6.962046683,1
37.0,8000.0,67.54871822,675.4871822,8000.0,296.7611397,11.61800343,1
37.0,9000.0,70.08365515,700.8365514999999,6000.0,520.7960588999999,4.359380581,1
25.0,10000.0,46.67885336,466.7885336,6000.0,334.1651838,5.684216061,1
53.0,7000.0,78.12292018,781.2292017999999,5000.0,448.3181648,9.330797176,1
24.0,8000.0,74.99476957,749.9476957,7000.0,433.33328200000005,10.61594175,1
25.0,8000.0,28.76424963,287.6424963,6000.0,399.6426922,8.643644259,0
22.0,6000.0,24.89831606,497.96632120000004,5000.0,427.8542949,10.42932504,1
26.0,10000.0,46.26599807,462.6599807,6000.0,283.0619387,11.13931686,0
38.0,6000.0,14.10939105,282.187821,5000.0,476.69957,7.312110228,0
25.0,8000.0,46.93939194,469.3939194,6000.0,315.64961380000005,10.85944211,1
21.0,8000.0,45.25010206,452.5010206,5000.0,433.0730416999999,9.356621035,1
26.0,8000.0,51.21595359,512.1595359,7000.0,384.58953169999995,7.00461366,1
26.0,7000.0,26.62385591,532.4771182,6000.0,373.33558880000004,5.754122334,1
27.0,10000.0,55.04373666,550.4373666,8000.0,420.41659369999996,6.483673552999999,1
40.0,8000.0,75.74947511,757.4947511,7000.0,432.6332225,7.991198731,1
25.0,10000.0,67.36357952,673.6357952000001,8000.0,428.2495506,12.93164842,1
30.0,8000.0,72.87069906,728.7069906,7000.0,445.9939109,2.9650955060000004,1
36.0,7000.0,20.9625014,419.25002810000007,7000.0,445.29988160000005,11.31938334,1
26.0,7000.0,13.10273392,262.05467830000003,5000.0,374.77219069999995,8.392710799,0
34.0,6000.0,27.80733872,556.1467743,8000.0,455.8727506,6.725412332,1
28.0,7000.0,65.94960806,659.4960806,6000.0,459.89885269999996,3.879878422,1
34.0,6000.0,56.74177017,567.4177017000001,7000.0,480.06247989999997,7.35185118,1
21.0,10000.0,65.8756885,658.756885,8000.0,272.76249069999994,11.09832003,1
31.0,8000.0,77.34825139,773.4825139,5000.0,430.7631697,5.596468627,1
33.0,9000.0,68.54864178,685.4864177999999,7000.0,449.568309,8.591505294,1
36.0,8000.0,52.36935608,523.6935608,6000.0,433.7796568,5.3376319510000005,1
29.0,8000.0,64.54696718,645.4696717999999,5000.0,459.4046933999999,6.205799452000001,1
55.0,7000.0,78.64526569,786.4526569,6000.0,452.3294203,7.876371632000001,1
24.0,15000.0,38.3528655,383.52865499999996,8000.0,433.61997239999994,6.57179594,0
34.0,8000.0,42.99248993,429.9248993,8000.0,506.9400591,8.614112593,1
46.0,9000.0,31.94238455,319.4238455,7000.0,261.3778466,12.66380618,0
37.0,10000.0,72.23096165,722.3096165,8000.0,389.59417060000004,6.328929195,1
29.0,10000.0,76.81858381,768.1858381,6000.0,255.4549665,9.69487786,1
36.0,5000.0,62.68625196,626.8625196,8000.0,467.02779919999995,6.932302378999999,1
34.0,10000.0,73.41501725,734.1501724999999,8000.0,379.919597,10.62864953,1
23.0,7000.0,55.81166159,558.1166158999999,8000.0,364.2499802,9.176972607,1
37.0,10000.0,56.69271358,566.9271357999999,6000.0,354.5157272,12.1208932,1
33.0,10000.0,34.61281191,346.1281191,6000.0,999.0,7.2157422989999995,0
34.0,7000.0,31.397834200000002,627.9566841,7000.0,611.3034905000001,7.008380978,1
35.0,8000.0,79.17610696,791.7610696,10000.0,414.08506830000005,7.062954392000001,1
25.0,9000.0,52.39273362,523.9273362,5000.0,243.2055196,7.403497979,1
28.0,8000.0,33.18432367,663.6864735,9000.0,288.8458548,8.076950377000001,1
22.0,15000.0,44.68717238,446.8717238,6000.0,454.220792,8.400443855,1
42.0,10000.0,42.49933808,424.9933808,7000.0,293.3709752,8.512501747,0
51.0,10000.0,33.2530883,332.530883,7000.0,476.1544579,6.9874111039999995,0
19.0,9000.0,69.37884279,693.7884279,8000.0,367.950145,10.76938893,1
22.0,10000.0,57.44782677,574.4782677000001,6000.0,426.12169500000005,7.758697655,1
36.0,10000.0,60.77401571,607.7401571,9000.0,411.385733,6.251968209,1
19.0,7000.0,58.51614507,585.1614507,8000.0,366.35138650000005,10.41864642,1
21.0,6000.0,25.66376294,513.2752588999999,5000.0,462.1844948,10.21278004,1
34.0,6000.0,15.77108764,315.42175269999996,7000.0,342.73024469999996,6.518727666,0
21.0,10000.0,48.56939821,485.6939821,6000.0,381.1741788,6.55001342,1
23.0,7000.0,27.24203374,544.8406747,8000.0,413.93532880000004,6.8023952439999995,0
29.0,6000.0,26.88470122,537.6940243,9000.0,429.7408364,8.790440409,0
50.0,9000.0,42.71581274,427.1581274,8000.0,389.609134,8.252006992,0
26.0,10000.0,43.77753044,437.7753044,7000.0,413.2889269,5.701041028,0
37.0,5000.0,64.48580138,644.8580138,6000.0,507.95897479999996,6.897866629,1
24.0,10000.0,46.63250201,466.3250201,9000.0,283.8167306,9.366703300000001,1
28.0,10000.0,58.75757436,587.5757436000001,7000.0,459.2192905,7.923716716,1
21.0,10000.0,27.75818671,277.5818671,6000.0,561.105778,7.111130757000001,0
19.0,10000.0,82.59023367,825.9023367000001,7000.0,448.191326,7.874692734,1
26.0,9000.0,62.84032062,628.4032062000001,6000.0,430.12994960000003,10.09310695,1
28.0,10000.0,47.20194571,472.01945710000007,7000.0,524.3524252000001,10.25952296,1
27.0,10000.0,62.25139448,622.5139448,7000.0,467.0902839,5.592667447,1
32.0,8000.0,65.04559609,650.4559609,8000.0,365.0177424,7.522460231,1
35.0,7000.0,23.0459766,460.9195321,8000.0,345.065253,8.611239066,0
40.0,7000.0,29.02039966,580.4079931,7000.0,475.90794810000006,3.3060160339999998,0
35.0,9000.0,63.63832572,636.3832572000001,6000.0,297.79652830000003,10.75533635,1
37.0,15000.0,68.23131963,682.3131963,8000.0,553.1618772,7.206564657,1
25.0,10000.0,77.73654166,777.3654166,8000.0,421.6299116,5.62230865,1
30.0,10000.0,42.66994729,426.69947289999993,4000.0,477.0951021000001,6.888171226,1
27.0,4000.0,32.49273715,649.8547428999999,9000.0,388.06908960000004,6.891221897,1
40.0,7000.0,70.92909158,709.2909158,6000.0,393.70159010000003,8.320964002,1
32.0,10000.0,61.20697952,612.0697952,7000.0,253.6338377,7.8188994460000005,0
37.0,9000.0,62.95290795,629.5290795,4000.0,346.8978205,7.278068658,1
26.0,9000.0,40.68362432,406.8362432,8000.0,390.524294,10.66845136,0
27.0,15000.0,57.87079843,578.7079842999999,8000.0,541.4632142999999,8.916861425,1
34.0,10000.0,65.77659595,657.7659595,8000.0,367.991154,7.459131483999999,1
39.0,10000.0,49.61805485,496.18054850000004,10000.0,288.9390973,5.033687092,0
37.0,9000.0,62.006961200000006,620.069612,10000.0,420.2321501,9.356595409,1
19.0,10000.0,57.24732443,572.4732443,8000.0,512.5159618,4.268566314,1
26.0,10000.0,40.19838832,401.9838832,7000.0,344.3580119,6.539850041,0
24.0,8000.0,25.7446297,514.8925939,7000.0,408.87690330000004,8.640143428,1
31.0,8000.0,50.022881,500.22880999999995,6000.0,330.9026638,4.006143572,1
28.0,8000.0,35.55921689,711.1843379,5000.0,410.5034338,7.784460821000001,1
21.0,10000.0,55.38148521,553.8148521,5000.0,485.6550153,8.155512912999999,1
24.0,9000.0,25.64019029,512.8038058999999,6000.0,226.34695159999998,4.8280910310000005,1
33.0,9000.0,39.32723309,393.2723309,7000.0,461.2659574,9.228676041,0
37.0,8000.0,17.74378182,354.87563639999996,9000.0,459.71527779999997,10.17113357,0
49.0,7000.0,18.01315962,360.2631924,8000.0,394.69821129999997,8.294943263,0
35.0,6000.0,27.91309154,558.2618307,7000.0,328.8086398,10.96223132,1
22.0,8000.0,42.37153651,423.71536510000004,6000.0,336.0279842,10.49792471,1
27.0,8000.0,62.73209832,627.3209832,7000.0,473.5126768999999,4.090049458,1
34.0,7000.0,29.83305632,596.6611265,7000.0,385.2770386,6.152970326,1
35.0,5000.0,17.8581125,357.1622501,8000.0,498.639428,7.652477715,0
31.0,10000.0,49.30443882,493.0443882,6000.0,357.1167345,7.280303345,1
33.0,6000.0,35.67797009,713.5594018999999,8000.0,390.96452810000005,6.519152145,1
31.0,5000.0,27.09771877,541.9543752999999,8000.0,255.3923355,9.080869753,1
21.0,9000.0,63.75085409,637.5085409,8000.0,303.5690741,7.163599649,1
36.0,6000.0,10.86501935,217.3003871,4000.0,259.7801722,5.855916316,0
34.0,8000.0,51.11308897,511.1308897,9000.0,619.2960722999999,11.51235349,0
42.0,10000.0,44.72296503,447.22965030000006,8000.0,288.0144555,6.592902424,0
25.0,8000.0,55.38640599,553.8640598999999,7000.0,320.0019351,5.2700753030000005,1
21.0,8000.0,18.25887574,365.17751489999995,4000.0,406.4992622,6.762255226000001,0
31.0,9000.0,43.77315477,437.7315477,8000.0,332.13021139999995,8.021401826,1
34.0,9000.0,41.88419071,418.84190710000007,7000.0,428.0167131,6.5822711929999995,0
42.0,10000.0,79.23504988,792.3504988,4000.0,444.2837796,11.71185986,1
39.0,7000.0,29.0935878,581.871756,5000.0,427.00381889999994,9.976218459,1
33.0,9000.0,58.64903956,586.4903956,7000.0,428.79825589999996,5.744737185,1
38.0,6000.0,82.58374764,825.8374763999999,6000.0,363.4098207,8.724417334,1
19.0,9000.0,50.4633381,504.633381,7000.0,405.72635049999997,6.938281357,0
35.0,8000.0,45.40348049,454.0348049,8000.0,373.2604318,8.166698377000001,1
37.0,6000.0,25.23855716,252.3855716,5000.0,359.1083861,4.41844228,0
23.0,7000.0,30.39725744,607.9451487000001,8000.0,393.6885203,11.35610766,1
31.0,10000.0,32.09834627,320.98346269999996,5000.0,413.6037985,7.992326943999999,0
37.0,6000.0,26.35832351,527.1664701999999,10000.0,453.0418148,7.725788167,1
30.0,10000.0,50.12821673,501.2821673,10000.0,409.0746831,6.0488820610000005,1
23.0,6000.0,27.13396992,542.6793984,7000.0,284.95840580000004,8.375491597,1
36.0,7000.0,70.55080959,705.5080959,8000.0,428.7924825,6.600912223,1
38.0,10000.0,51.86457861,518.6457861,7000.0,438.3240414,9.197413017999999,0
25.0,8000.0,24.33675523,486.7351047,7000.0,412.64169300000003,9.531573194,1
35.0,10000.0,65.77421766,657.7421766,8000.0,514.7925096,9.469050096,1
30.0,10000.0,52.55639441,525.5639441000001,8000.0,330.2577882,11.06897147,0
21.0,15000.0,65.15791318,651.5791318,8000.0,423.8687183999999,6.387062035,1
32.0,9000.0,57.026952,570.26952,7000.0,398.771084,6.0457324560000005,1
29.0,7000.0,37.67407237,376.7407237,8000.0,440.3832206999999,6.916517207999999,0
37.0,8000.0,58.962940599999996,589.6294059999999,7000.0,384.9571876,8.750680955,1
33.0,7000.0,56.51362882,565.1362882,8000.0,367.96835189999996,6.411978136,1
25.0,7000.0,25.78923551,515.7847102,5000.0,341.64902539999997,10.92264633,1
45.0,8000.0,23.70134914,474.0269829,8000.0,418.5951762,2.985511864,0
21.0,6000.0,74.46850175,744.6850175,10000.0,496.26547589999996,5.98495429,1
29.0,7000.0,64.32737543,643.2737543,8000.0,381.3468772,8.253080807,1
33.0,10000.0,56.88716393,568.8716393,6000.0,530.4519293999999,10.392817599999999,1
22.0,8000.0,60.56800238,605.6800238,7000.0,297.1898048,8.433056396,1
24.0,10000.0,71.33490405,713.3490405,6000.0,377.1345624,6.863473535,1
26.0,8000.0,68.65491087,686.5491087,9000.0,392.1483526,13.06398299,1
35.0,10000.0,47.61764427,476.1764427,7000.0,513.2511674,5.650635277,0
28.0,8000.0,56.38624812,563.8624812,5000.0,582.8564240000001,5.645048663,1
32.0,9000.0,48.34742082,483.47420819999996,7000.0,449.3700205,7.251295627,0
42.0,9000.0,53.63741005,536.3741004999999,8000.0,435.5273669,5.068305463,0
23.0,5000.0,71.00802854,710.0802854,9000.0,999.0,8.721060447000001,1
31.0,8000.0,82.90930001,829.0930001,7000.0,475.00679519999994,6.247394371,1
32.0,9000.0,70.58791845,705.8791845,8000.0,466.7400878,7.882096425,1
35.0,8000.0,26.29725249,525.9450499,5000.0,374.57644369999997,6.852498292999999,1
32.0,10000.0,59.10714976,591.0714975999999,10000.0,418.5371861,8.10355669,1
22.0,10000.0,73.55894616,735.5894616,8000.0,432.1424506,6.572794115,1
19.0,9000.0,63.22141671,632.2141671,8000.0,476.8229704,6.49013867,1
33.0,6000.0,13.1682174,263.364348,8000.0,312.8986138,6.735215911,0
25.0,7000.0,76.43244216,764.3244216,8000.0,320.2927079,5.095963679,1
23.0,9000.0,64.11686076,641.1686076000001,6000.0,362.7784968,10.23422853,1
26.0,8000.0,67.44276459999999,674.427646,9000.0,999.0,6.883928792000001,1
41.0,9000.0,57.45908951,574.5908951,9000.0,330.03288619999995,6.574653649,0
45.0,8000.0,74.5786756,745.786756,6000.0,419.93601270000005,6.621126505,1
42.0,10000.0,42.81487684,428.14876839999994,8000.0,433.1687278,5.597797151,0
32.0,8000.0,68.41316909,684.1316909,6000.0,502.8547187,6.352645385,1
18.0,10000.0,67.60393159,676.0393159,5000.0,516.3619415000001,8.677004476,1
29.0,10000.0,62.7295488,627.295488,7000.0,446.1470057,8.066762025,1
19.0,10000.0,40.86337516,408.63375160000004,6000.0,530.1230304,7.709503288,1
24.0,8000.0,51.88206432,518.8206432,8000.0,388.0718892,8.075413951,1
45.0,10000.0,62.41033021,624.1033021000001,5000.0,453.1816973,8.155606555,1
39.0,7000.0,51.94756182,519.4756182,10000.0,422.46936370000003,7.76486642,0
18.0,6000.0,25.36000984,507.2001968,6000.0,338.5614397,7.563963957,1
35.0,10000.0,62.58605773,625.8605772999999,8000.0,999.0,11.29775089,1
22.0,8000.0,54.74364081,547.4364081,7000.0,435.19539610000004,5.724013317000001,1
35.0,7000.0,28.35141128,283.5141128,9000.0,382.8436686,8.991179372000001,0
19.0,10000.0,48.47826017,484.7826017,5000.0,478.18589699999995,6.729290712,1
36.0,15000.0,57.4193814,574.193814,9000.0,383.5724375,6.893701619,1
21.0,8000.0,47.91850175,479.18501749999996,7000.0,275.0388406,7.6631336370000005,1
37.0,8000.0,22.36506393,447.3012785,8000.0,406.44760560000003,10.93089526,0
24.0,10000.0,52.67851717,526.7851717,6000.0,321.2677578,7.821375719,1
30.0,7000.0,33.80612393,676.1224786,8000.0,272.87774939999997,8.710589198,1
32.0,10000.0,56.80325031,568.0325031000001,6000.0,473.7490641,9.713040337999999,1
28.0,9000.0,51.62369474,516.2369474,9000.0,504.1603419,9.714124757999999,0
35.0,9000.0,79.23103978,792.3103977999999,6000.0,335.50401969999996,7.293664341,1
33.0,8000.0,39.51596049,395.1596049,7000.0,429.87158480000005,8.993209904,0
18.0,7000.0,33.26190256,665.2380512999999,7000.0,402.1719207,8.712012013999999,1
21.0,10000.0,29.47515544,294.7515544,5000.0,263.3231134,9.82231599,0
36.0,8000.0,73.38991467,733.8991467000001,7000.0,453.7782785,8.366620308,1
34.0,8000.0,62.22141685,622.2141684999999,6000.0,337.056529,7.996860813,1
23.0,10000.0,56.86409606,568.6409606000001,8000.0,226.68018360000002,5.946993211000001,1
21.0,10000.0,69.884315,698.84315,6000.0,358.0721868,6.448060152999999,1
32.0,7000.0,26.07713441,521.5426882,5000.0,275.2861099,4.970938988,1
36.0,10000.0,58.55775869,585.5775869,8000.0,416.7919514,3.330705173,1
30.0,10000.0,57.50636213,575.0636212999999,5000.0,335.51133730000004,9.10453365,1
23.0,9000.0,46.33828175,463.3828175,10000.0,320.1726546,9.612061684,1
35.0,8000.0,32.62326007,652.4652014,8000.0,400.5637955,9.036177432999999,1
26.0,10000.0,80.43967884,804.3967884,6000.0,431.86859230000005,8.788632846,1
37.0,10000.0,59.14059153,591.4059153,6000.0,344.40913900000004,4.358438496000001,0
35.0,10000.0,41.36384115,413.6384115,8000.0,536.9037698,5.443663491000001,0
37.0,9000.0,42.02489791,420.24897910000004,6000.0,544.6605354,6.363510327,1
48.0,9000.0,28.40560318,284.05603179999997,5000.0,286.4259778,9.133331726,0
20.0,9000.0,67.43823178,674.3823177999999,5000.0,317.7605808,4.340985521,1
21.0,15000.0,54.33125242,543.3125242000001,6000.0,372.0242151,6.814310517999999,1
37.0,9000.0,50.18883556,501.8883556,9000.0,465.9856802,6.640285106,1
19.0,7000.0,33.17538154,663.5076307999999,6000.0,408.9710253,5.399523979,1
21.0,10000.0,48.55409707,485.54097069999995,6000.0,278.03823639999996,4.780835861,1
32.0,10000.0,51.11787338,511.17873380000003,7000.0,417.2075141,7.093910467000001,0
55.0,10000.0,50.03918095,500.39180949999997,7000.0,411.5121087,8.445452297000001,0
31.0,7000.0,41.52830543,415.2830543,8000.0,446.97933190000003,12.41079163,0
34.0,5000.0,29.1870559,583.7411181,7000.0,393.79660970000003,7.689273997000001,1
30.0,9000.0,62.08522734,620.8522734000001,6000.0,380.4827116,9.355160472,1
46.0,8000.0,11.71685158,234.3370315,6000.0,276.8324536,9.014738993,0
35.0,10000.0,61.22573492,612.2573492,9000.0,477.03525329999997,7.858032064,1
29.0,10000.0,64.06768212,640.6768212000001,7000.0,478.35951339999997,8.963862191,0
35.0,8000.0,67.58658673,675.8658673,6000.0,462.388371,7.900492541,1
23.0,7000.0,30.36092456,607.2184911,6000.0,413.7547776,12.28261221,1
25.0,10000.0,63.20979037,632.0979037000001,7000.0,374.8785914,8.692058757,1
37.0,8000.0,77.05599124,770.5599124,6000.0,347.2257292,9.087870714,1
30.0,6000.0,47.7216158,477.216158,8000.0,362.32042210000003,7.235584567999999,1
33.0,10000.0,65.66346399,656.6346399,7000.0,391.60887080000003,6.036622319,1
29.0,8000.0,35.07513963,350.7513963,6000.0,374.23820950000004,7.269448465,0
21.0,10000.0,58.84386787,588.4386787000001,8000.0,399.39194480000003,8.942406486,1
33.0,6000.0,57.39777904,573.9777904,9000.0,390.362304,7.856550847,0
27.0,6000.0,35.71377707,714.2755414,6000.0,490.2948327,8.55439522,1
39.0,7000.0,73.71601458,737.1601458,6000.0,329.3733265,7.772230815,1
55.0,10000.0,35.42900198,354.29001980000004,6000.0,428.53355020000004,6.668319202999999,0
19.0,7000.0,38.92710106,778.5420212,8000.0,454.3338697,6.981605207,1
26.0,7000.0,33.80338629999999,676.0677258999999,8000.0,330.8927352,9.290072715,1
34.0,8000.0,48.73778641,487.3778641,7000.0,375.2196237,8.615031818,0
34.0,8000.0,18.96588034,379.3176068,7000.0,326.07172410000004,8.177880435,0
26.0,10000.0,45.68075524,456.8075524,8000.0,329.8584981,9.328506596,1
50.0,9000.0,54.69275049,546.9275048999999,9000.0,365.0801546,6.696283692000001,0
37.0,6000.0,24.56531307,491.3062615,8000.0,549.8628215,9.948683158,1
37.0,8000.0,41.92105927,419.21059269999995,8000.0,289.11279060000004,3.200912111,0
34.0,5000.0,67.27256825,672.7256825000001,8000.0,271.71603250000004,8.589930619,1
21.0,10000.0,61.92429854,619.2429854,7000.0,398.27661560000007,9.246249237,1
36.0,8000.0,42.9030835,429.03083499999997,7000.0,427.186929,5.935547516000001,0
29.0,4000.0,35.45075419,709.0150837,9000.0,321.1773807,8.417364622000001,1
35.0,6000.0,30.35507338,607.1014675,7000.0,283.18755,9.120502162000001,1
27.0,8000.0,56.83285995,568.3285995,8000.0,408.885687,5.787027657,1
32.0,8000.0,29.33806561,586.7613123,9000.0,492.37434289999993,7.498484052,1
31.0,5000.0,57.14318693,571.4318693,7000.0,330.2747257,7.596039257,1
33.0,10000.0,62.26839124,622.6839123999999,4000.0,381.13460710000004,8.238331647,1
28.0,10000.0,49.19605894,491.96058939999995,6000.0,500.08878200000004,7.056550304,1
32.0,10000.0,42.44627332,424.46273319999995,7000.0,371.1242759,10.09714045,0
20.0,6000.0,32.03253627,640.6507253999999,8000.0,328.3410631,5.059899059,1
34.0,9000.0,61.16787322,611.6787322,6000.0,327.0890349,6.46282689,1
27.0,10000.0,59.38968565,593.8968565,7000.0,364.8198284,6.118525216,1
26.0,9000.0,68.95008218,689.5008217999999,7000.0,453.1636466,6.873737488,1
38.0,6000.0,16.72281759,334.4563517,7000.0,354.4597426,8.68295879,0
24.0,8000.0,48.92288832,489.2288831999999,9000.0,362.36208849999997,5.048256963,0
33.0,10000.0,48.82936705,488.2936705,6000.0,461.24894900000004,7.9807536610000005,1
34.0,10000.0,65.05092277,650.5092277000001,7000.0,381.77063210000006,8.992854422999999,1
21.0,9000.0,61.42753043,614.2753043,8000.0,373.1852263,4.497500463,1
20.0,10000.0,38.70317363,387.0317363,5000.0,416.7168042,9.103071219,0
37.0,7000.0,22.17923255,443.5846511,6000.0,370.2504684,10.31376875,1
21.0,7000.0,52.29597438,522.9597438,7000.0,182.490407,9.003827048,1
20.0,15000.0,48.86524125,488.6524125,6000.0,280.40063660000004,5.139020606,1
35.0,10000.0,68.83341696,688.3341696,10000.0,394.10324069999996,8.061464979,1
35.0,8000.0,58.2878416,582.878416,7000.0,332.54508,5.642717525,1
