Feature Name,Alpha = 10.000000,Alpha = 20.000000,Alpha = 50.000000
Neighborhood_Blmngtn,3804.1267182647384,556.7544317833002,0.0
Neighborhood_Blueste,3269.254331310768,0.0,0.0
Neighborhood_BrDale,4433.602882469089,3326.27897664379,0.0
Neighborhood_BrkSide,3963.7845741647916,5415.726462164921,6542.257106804702
Neighborhood_ClearCr,-4809.52060549351,-2468.6713653167153,-0.0
Neighborhood_CollgCr,-2023.086174403582,-1429.1076185065867,-0.0
Neighborhood_Crawfor,19531.048667504114,19373.605392151592,19234.005503585635
Neighborhood_Edwards,-11512.332103237744,-10301.782423696697,-9200.260859302882
Neighborhood_Gilbert,-3561.391030373538,-3258.4005095583566,-1901.6703245259125
Neighborhood_IDOTRR,-1646.2409368698238,-0.0,-0.0
Neighborhood_MeadowV,-0.0,0.0,-0.0
Neighborhood_Mitchel,-13416.841237921048,-12415.003487238306,-9930.913671390612
Neighborhood_NAmes,-8084.8104282626,-6890.793178666566,-5208.101655584534
Neighborhood_NPkVill,14930.922172881039,10242.331813863879,0.0
Neighborhood_NWAmes,-8998.383931079721,-8149.654816145478,-6385.649978925025
Neighborhood_NoRidge,33879.077917406794,34745.14310785051,36566.200325066
Neighborhood_NridgHt,24459.77078020795,23909.932383848347,24181.36125254957
Neighborhood_OldTown,-5124.7899051205495,-3931.1817817203587,-3004.5334143972677
Neighborhood_SWISU,-0.0,-0.0,-0.0
Neighborhood_Sawyer,-2557.0529561075255,-1627.322669430419,-0.0
Neighborhood_SawyerW,3285.759932469988,2801.709208854367,2135.6381101689417
Neighborhood_Somerst,6263.17232950072,6915.438417083132,9263.120162957193
Neighborhood_StoneBr,43371.462095086434,41239.96973409724,39666.86042338516
Neighborhood_Timber,-3093.591970160701,-3176.0432441414814,-1649.688632526684
Neighborhood_Veenker,5397.570636444816,4085.085259291348,1030.310529680702
Condition1_Artery,-5462.840574331878,-3602.0609802302442,-740.1372575950061
Condition1_Feedr,-0.0,-0.0,0.0
Condition1_Norm,8855.419790723354,8568.656787593247,8921.427261130888
Condition1_PosA,0.0,0.0,0.0
Condition1_PosN,3140.1508312449614,0.0,-0.0
Condition1_RRAe,-19507.035784139203,-16697.66104195307,-9200.728902344006
Condition1_RRAn,4934.994197090577,3545.9801998326393,1520.9196155800719
Condition1_RRNe,-1768.4967431365358,-0.0,-0.0
Condition1_RRNn,0.0,-0.0,-0.0
Condition2_Artery,0.0,0.0,0.0
Condition2_Feedr,1107.9300539400729,0.0,0.0
Condition2_Norm,-942.6739205661579,-0.0,-0.0
Condition2_PosA,25017.774640713935,2245.424821120171,0.0
Condition2_PosN,-213528.86181003897,-198117.32780852303,-166317.00806098897
Condition2_RRAe,-33306.013275550344,-0.0,-0.0
Condition2_RRAn,-0.0,-0.0,0.0
Condition2_RRNn,0.0,0.0,0.0
BldgType_1Fam,7513.195194495114,6502.239609855576,4560.584276080375
BldgType_2fmCon,5163.129353377027,5023.115174919826,9201.347134053636
BldgType_Duplex,0.0,0.0,-0.0
BldgType_Twnhs,-8626.706975083274,-7127.609208000895,-1480.687068844252
BldgType_TwnhsE,-4944.321618838005,-3806.501570639919,-0.0
HouseStyle_1.5Fin,-85.12559203151905,-568.9315767802103,-2132.455900321613
HouseStyle_1.5Unf,9879.725474630035,6108.311148219864,0.0
HouseStyle_1Story,5022.555129619242,4111.311436270239,1512.6290249989142
HouseStyle_2.5Fin,-8862.963930624384,-936.4646164796477,-0.0
HouseStyle_2.5Unf,-5006.351942836741,-1329.991747613627,-0.0
HouseStyle_2Story,-4704.903716186981,-4348.919886560473,-4563.886438602428
HouseStyle_SFoyer,952.9147603666011,78.76629628750725,0.0
HouseStyle_SLvl,3364.741587526097,2353.9336997504156,1201.6038870997354
RoofStyle_Flat,-0.0,-0.0,-0.0
RoofStyle_Gable,-3376.991844350516,-2454.4032056328683,-672.1620479689284
RoofStyle_Gambrel,0.0,0.0,0.0
RoofStyle_Hip,-3068.9640065094636,-1884.9563059382185,-0.0
RoofStyle_Mansard,5007.777740524962,4774.918485226682,0.0
RoofStyle_Shed,25092.275679211794,0.0,0.0
RoofMatl_ClyTile,-624501.1026487922,-586954.2868917416,-496165.61716638814
RoofMatl_CompShg,-1290.8351461270406,-1260.0650109530575,0.0
RoofMatl_Membran,38569.8831009384,9737.617386055308,0.0
RoofMatl_Metal,11426.699457407654,0.0,0.0
RoofMatl_Roll,-0.0,-0.0,-0.0
RoofMatl_Tar&Grv,-10139.90475512391,-11135.22324219769,-4924.318837039024
RoofMatl_WdShake,0.0,0.0,0.0
RoofMatl_WdShngl,58141.990226410846,62353.741215377566,58958.93427420303
Exterior1st_AsbShng,3243.890897059408,0.0,0.0
Exterior1st_AsphShn,-0.0,-0.0,-0.0
Exterior1st_BrkComm,0.0,0.0,-0.0
Exterior1st_BrkFace,16894.035408744898,16137.75384907598,15810.223532464639
Exterior1st_CBlock,-0.0,-0.0,-0.0
Exterior1st_CemntBd,2514.4543226237347,2912.244041671816,1656.3603518960497
Exterior1st_HdBoard,-825.755467543663,-1270.5142922246553,-1220.7524147196425
Exterior1st_ImStucc,-0.0,-0.0,-0.0
Exterior1st_MetalSd,3700.0025274630466,2264.6518486382333,1216.8508383023882
Exterior1st_Plywood,-2285.6050159455585,-2333.57337199957,-373.4131550113223
Exterior1st_Stone,-0.0,-0.0,-0.0
Exterior1st_Stucco,1247.6111983643298,0.0,-0.0
Exterior1st_VinylSd,-527.2626078694512,-0.0,0.0
Exterior1st_Wd Sdng,-2391.0911650717126,-1964.467428598026,-0.0
Exterior1st_WdShing,0.0,0.0,0.0
Exterior2nd_AsbShng,-950.7566994550893,-0.0,-0.0
Exterior2nd_AsphShn,0.0,0.0,0.0
Exterior2nd_Brk Cmn,0.0,0.0,0.0
Exterior2nd_BrkFace,-0.0,-0.0,-0.0
Exterior2nd_CBlock,-0.0,-0.0,-0.0
Exterior2nd_CmentBd,1786.3922842822137,0.0,0.0
Exterior2nd_HdBoard,390.56520739728,-0.0,-0.0
Exterior2nd_ImStucc,9949.674548990764,8358.638183921394,5132.276351397208
Exterior2nd_MetalSd,0.0,0.0,0.0
Exterior2nd_Other,-8504.071486670378,-0.0,-0.0
Exterior2nd_Plywood,-604.9744602178932,-1292.6057260959415,-2177.650502521338
Exterior2nd_Stone,-9300.709626932814,-4982.668386435879,-0.0
Exterior2nd_Stucco,0.0,-0.0,-0.0
Exterior2nd_VinylSd,3834.7093845317836,2349.5978659891216,1791.8007145774075
Exterior2nd_Wd Sdng,3941.823669417789,2284.6660219202736,0.0
Exterior2nd_Wd Shng,-1360.5349355749258,-2244.763868237691,-2210.265334145673
MasVnrType_BrkCmn,-4710.23533494077,-5372.474304912069,-3744.7606598169477
MasVnrType_BrkFace,0.0,-0.0,-0.0
MasVnrType_None,3783.8850056813226,3940.422561811766,4484.594673196665
MasVnrType_Stone,4484.783749068197,4049.0926854582517,3235.0435378326674
ExterQual_Ex,19098.88452064051,18352.727926890748,18926.104610605697
ExterQual_Fa,9367.712905669192,5259.301867764893,0.0
ExterQual_Gd,-1554.4134266059464,-2104.957887125427,-0.0
ExterQual_TA,-1984.6539139783558,-3344.2114398793515,-2253.415730710473
ExterCond_Ex,2320.133154362385,3155.245354173771,0.0
ExterCond_Fa,0.0,124.00403722886021,0.0
ExterCond_Gd,-3631.8969854460775,-2746.1272098926124,-2008.9078719778704
ExterCond_Po,0.0,0.0,-0.0
ExterCond_TA,-1250.8644879682993,-690.6373562230875,-0.0
Foundation_BrkTil,-1886.054624358229,-2155.4103567165917,-2216.7078358153076
Foundation_CBlock,484.8367428824324,0.0,0.0
Foundation_PConc,1451.1410447080332,953.8464249310655,876.6551013326498
Foundation_Slab,-1375.357663712545,-0.0,0.0
Foundation_Stone,4286.874857635127,0.0,0.0
Foundation_Wood,-19935.06618960214,-12835.336419615016,-0.0
BsmtQual_Ex,11997.179899769459,12602.090759060662,16657.157350162743
BsmtQual_Fa,-1.7235413876600756,-0.0,0.0
BsmtQual_Gd,-7008.011314141724,-6719.983821898482,-4004.6246534181964
BsmtQual_TA,-3855.9678106088595,-3806.464052608461,-1721.9485319777689
BsmtCond_Fa,-4964.140232230809,-3755.9288186904596,-2202.4772483233146
BsmtCond_Gd,-3930.5450242400248,-2063.1307097821673,-1356.357410250579
BsmtCond_Po,18248.219259206446,0.0,0.0
BsmtCond_TA,-1362.9307543266948,-0.0,126.00481789522752
BsmtExposure_Av,-0.0,0.0,0.0
BsmtExposure_Gd,14760.10280100158,15157.477887368332,15464.919861674356
BsmtExposure_Mn,-2697.791585515516,-2072.466226190524,-1380.8744690498736
BsmtExposure_No,-5861.558222906674,-6140.336875638379,-6106.169591337727
BsmtFinType1_ALQ,-2074.002317918809,-1026.4954164612998,0.0
BsmtFinType1_BLQ,234.52718550920272,763.8251717526001,1215.8262790592523
BsmtFinType1_GLQ,2850.2043952458066,3093.793275389247,3472.535061323716
BsmtFinType1_LwQ,-5135.386808701117,-4261.422788172685,-2409.174385093814
BsmtFinType1_Rec,-2283.601436852519,-1747.8704176179633,-613.2905255331116
BsmtFinType1_Unf,-26.30301235512098,-0.0,-18.504287025960316
BsmtFinType2_ALQ,5167.8939825653,3405.297558488699,979.6479089812331
BsmtFinType2_BLQ,-4163.198956444289,-4020.058327408965,-2920.85354203795
BsmtFinType2_GLQ,6056.306132718272,4744.395249364099,0.0
BsmtFinType2_LwQ,-5387.658689219131,-4920.184845181666,-3816.647798149964
BsmtFinType2_Rec,-2782.868904544356,-3626.7155814872726,-1784.102287215515
BsmtFinType2_Unf,-0.0,0.0,0.0
Heating_Floor,-0.0,-0.0,-0.0
Heating_GasA,1547.8387280236525,1222.6576572562908,0.0
Heating_GasW,0.0,0.0,-0.0
Heating_Grav,-2520.567943742405,-310.67485257817543,-0.0
Heating_OthW,-12623.513771035028,-7153.1388309616905,-0.0
Heating_Wall,6469.742715669711,0.0,0.0
HeatingQC_Ex,1295.4523225557177,1835.3308040965833,2822.5573147506116
HeatingQC_Fa,1075.0303382606078,836.0294071589982,0.0
HeatingQC_Gd,-2450.1006299399314,-1753.4406996964908,-856.2457900395282
HeatingQC_Po,0.0,0.0,-0.0
HeatingQC_TA,-1511.5079456806682,-746.8167078722119,-0.0
CentralAir_N,0.0,0.0,-0.0
CentralAir_Y,-0.0,-0.0,0.0
Electrical_FuseA,-0.0,-0.0,0.0
Electrical_FuseF,0.0,0.0,0.0
Electrical_FuseP,-0.0,-0.0,-0.0
Electrical_Mix,-0.0,-0.0,-0.0
Electrical_SBrkr,-2205.1959497429643,-2180.5247451902396,-1612.6400692253883
KitchenQual_Ex,22931.718817553276,23238.134800315365,23806.02319769562
KitchenQual_Fa,2023.0660955473768,1591.9699236347076,721.6833623773645
KitchenQual_Gd,-1182.987945884119,-1085.7784126230597,-807.7910339124552
KitchenQual_TA,-566.7306103028876,-599.2079758998573,-632.4099129150911
Functional_Maj1,-0.0,-1220.2417151777613,-29.43725762087438
Functional_Maj2,-612.9766827639424,-0.0,-0.0
Functional_Min1,4893.556091109202,1368.990542030753,0.0
Functional_Min2,6581.327668087808,3148.979448608614,0.0
Functional_Mod,-0.0,-0.0,0.0
Functional_Sev,-22050.826412212566,-4787.217947429405,-0.0
Functional_Typ,17302.65047624633,14395.304912382879,12326.03186025426
FireplaceQu_Ex,-6595.119286889373,-3798.9133416799828,-0.0
FireplaceQu_Fa,-7674.37336061742,-5483.613933953751,-1417.7007929577012
FireplaceQu_Gd,-4687.918220484976,-3520.6910001044653,-1163.62427703489
FireplaceQu_Po,-0.0,-0.0,0.0
FireplaceQu_TA,-3551.3649910832855,-2089.612936718657,-0.0
GarageType_2Types,-16503.78038510086,-12256.896132386848,-4769.22825722171
GarageType_Attchd,-1811.4067771730056,-986.4468119329558,-389.79265867162064
GarageType_Basment,0.0,-0.0,-0.0
GarageType_BuiltIn,-1463.8930966845023,-0.0,0.0
GarageType_CarPort,0.0,-0.0,-0.0
GarageType_Detchd,-0.0,29.212831485102832,0.0
GarageFinish_Fin,-505.98941067539636,-0.0,0.0
GarageFinish_RFn,-3061.83491746813,-2617.999212027638,-2627.5706021009373
GarageFinish_Unf,-667.4509247173021,-0.0,-0.0
GarageQual_Ex,66711.34708329587,16578.747099661974,254.96045577802053
GarageQual_Fa,-10691.424069485656,-12713.280173732686,-10786.812309337782
GarageQual_Gd,-1.0407049598402551,-0.0,0.0
GarageQual_Po,-19584.224863066316,-5366.24652176805,-0.0
GarageQual_TA,-5852.8691636102885,-8529.529969153773,-7310.983533510235
GarageCond_Ex,-57922.657005841524,-0.0,0.0
GarageCond_Fa,-2437.6203244997664,-558.2000431092875,-1675.0251053711154
GarageCond_Gd,-12.937571448218138,-0.0,-0.0
GarageCond_Po,-398.0400440442173,-789.1924983754025,-0.0
GarageCond_TA,69.6402897485506,2046.45846522958,0.0
PavedDrive_N,0.0,0.0,0.0
PavedDrive_P,-2592.166604814158,-2123.991490257529,-376.637675244991
PavedDrive_Y,173.1681009373842,16.57393947142302,0.0
PoolQC_Ex,59999.67952456272,59695.09298260054,51132.45031608966
PoolQC_Fa,-26403.428270653178,-22048.912208469534,-0.0
PoolQC_Gd,-0.0,-0.0,-0.0
Fence_GdPrv,-7887.415997220141,-6293.79288932768,-4674.50410213991
Fence_GdWo,-0.0,0.0,0.0
Fence_MnPrv,1007.6174664365801,1093.046938213541,911.9346058888573
Fence_MnWw,-3468.3517667701926,-1703.5779513205507,-0.0
MiscFeature_Gar2,-0.0,-0.0,-0.0
MiscFeature_Othr,2048.174701562993,0.0,0.0
MiscFeature_Shed,1552.4885552179903,497.19153455058625,0.0
MiscFeature_TenC,-24236.02636708854,-5908.001920415536,-0.0
SaleType_COD,-8133.26306050031,-8887.829410219845,-6122.640972951897
SaleType_CWD,2405.3780384891934,0.0,0.0
SaleType_Con,8705.068105268972,833.2873726196177,0.0
SaleType_ConLD,3735.232092555374,285.14287768047075,0.0
SaleType_ConLI,-663.1021088018678,-0.0,-0.0
SaleType_ConLw,-3670.99454743273,-1083.1218408481311,-0.0
SaleType_New,9190.384348938198,7544.435127556249,9153.467508023245
SaleType_Oth,-0.0,0.0,0.0
SaleType_WD,-9396.85563635201,-10320.603211079118,-8114.606032289218
SaleCondition_Abnorml,-3485.1831475860536,-4688.074006654159,-4721.067884734305
SaleCondition_AdjLand,4354.752082246865,1560.6840736858137,0.0
SaleCondition_Alloca,0.0,0.0,0.0
SaleCondition_Family,-1696.251891289377,-2159.8095516478224,-563.8449087667191
SaleCondition_Normal,3892.141094806375,3186.1135060404545,2953.720823152886
SaleCondition_Partial,-0.0,-0.0,0.0
