Feature Name,Alpha = 50.000000,Alpha = 100.000000,Alpha = 200.000000
Neighborhood_Timber,-1649.688632526684,-0.0,-0.0
Neighborhood_Veenker,1030.310529680702,0.0,0.0
Condition1_Artery,-740.1372575950061,-0.0,-0.0
Condition1_Feedr,0.0,0.0,-0.0
Condition1_Norm,8921.427261130888,9283.28226423451,9660.131138878412
Condition1_PosA,0.0,0.0,0.0
Condition1_PosN,-0.0,-0.0,-0.0
Condition1_RRAe,-9200.728902344006,-0.0,-0.0
Condition1_RRAn,1520.9196155800719,0.0,0.0
Condition1_RRNe,-0.0,-0.0,-0.0
Condition1_RRNn,-0.0,-0.0,-0.0
Condition2_Artery,0.0,0.0,0.0
Condition2_Feedr,0.0,0.0,0.0
Condition2_Norm,-0.0,0.0,0.0
Condition2_PosA,0.0,0.0,0.0
Condition2_PosN,-166317.00806098897,-117690.42012181816,-21200.903029153338
Condition2_RRAe,-0.0,-0.0,-0.0
Condition2_RRAn,0.0,0.0,0.0
Condition2_RRNn,0.0,0.0,0.0
BldgType_1Fam,4560.584276080375,3339.245579798755,0.0
BldgType_2fmCon,9201.347134053636,7626.776342632859,4673.939096261595
BldgType_Duplex,-0.0,-0.0,-0.0
BldgType_Twnhs,-1480.687068844252,-0.0,-0.0
BldgType_TwnhsE,-0.0,-0.0,-0.0
HouseStyle_1.5Fin,-2132.455900321613,-1088.7173573875202,-0.0
HouseStyle_1.5Unf,0.0,0.0,0.0
HouseStyle_1Story,1512.6290249989142,1878.3262683569549,1827.4590622130684
HouseStyle_2.5Fin,-0.0,-0.0,-0.0
HouseStyle_2.5Unf,-0.0,-0.0,-0.0
HouseStyle_2Story,-4563.886438602428,-3283.8551967533003,-1905.0067798721177
HouseStyle_SFoyer,0.0,0.0,0.0
HouseStyle_SLvl,1201.6038870997354,0.0,0.0
RoofStyle_Flat,-0.0,-0.0,-0.0
RoofStyle_Gable,-672.1620479689284,-0.0,-0.0
RoofStyle_Gambrel,0.0,0.0,0.0
RoofStyle_Hip,-0.0,574.0407426671815,699.3753061432903
RoofStyle_Mansard,0.0,0.0,0.0
RoofStyle_Shed,0.0,0.0,0.0
RoofMatl_ClyTile,-496165.61716638814,-382034.83609715826,-149368.82364930495
RoofMatl_CompShg,0.0,0.0,0.0
RoofMatl_Membran,0.0,0.0,0.0
RoofMatl_Metal,0.0,0.0,0.0
RoofMatl_Roll,-0.0,-0.0,-0.0
RoofMatl_Tar&Grv,-4924.318837039024,-0.0,-0.0
RoofMatl_WdShake,0.0,0.0,0.0
RoofMatl_WdShngl,58958.93427420303,46816.80388553505,23067.612326656104
Exterior1st_AsbShng,0.0,0.0,0.0
Exterior1st_AsphShn,-0.0,-0.0,-0.0
Exterior1st_BrkComm,-0.0,-0.0,-0.0
Exterior1st_BrkFace,15810.223532464639,14820.330742079797,11419.152144094553
Exterior1st_CBlock,-0.0,-0.0,-0.0
Exterior1st_CemntBd,1656.3603518960497,527.8321264189079,0.0
Exterior1st_HdBoard,-1220.7524147196425,-735.5874521386398,-154.69132921673506
Exterior1st_ImStucc,-0.0,-0.0,-0.0
Exterior1st_MetalSd,1216.8508383023882,534.3945729960396,0.0
Exterior1st_Plywood,-373.4131550113223,-0.0,-0.0
Exterior1st_Stone,-0.0,-0.0,-0.0
Exterior1st_Stucco,-0.0,-0.0,-0.0
Exterior1st_VinylSd,0.0,0.0,0.0
Exterior1st_Wd Sdng,-0.0,-0.0,-0.0
Exterior1st_WdShing,0.0,-0.0,-0.0
Exterior2nd_AsbShng,-0.0,-0.0,-0.0
Exterior2nd_AsphShn,0.0,0.0,0.0
Exterior2nd_Brk Cmn,0.0,0.0,-0.0
Exterior2nd_BrkFace,-0.0,0.0,0.0
Exterior2nd_CBlock,-0.0,-0.0,-0.0
Exterior2nd_CmentBd,0.0,0.0,0.0
Exterior2nd_HdBoard,-0.0,-0.0,-0.0
Exterior2nd_ImStucc,5132.276351397208,2020.4050567483725,0.0
Exterior2nd_MetalSd,0.0,0.0,0.0
Exterior2nd_Other,-0.0,-0.0,-0.0
Exterior2nd_Plywood,-2177.650502521338,-1743.678264633588,-274.54868873442166
Exterior2nd_Stone,-0.0,-0.0,-0.0
Exterior2nd_Stucco,-0.0,-0.0,-0.0
Exterior2nd_VinylSd,1791.8007145774075,1391.5544091712634,943.0829233756065
Exterior2nd_Wd Sdng,0.0,0.0,0.0
Exterior2nd_Wd Shng,-2210.265334145673,-351.051116115539,-0.0
MasVnrType_BrkCmn,-3744.7606598169477,-0.0,-0.0
MasVnrType_BrkFace,-0.0,-0.0,-1394.707711535395
MasVnrType_None,4484.594673196665,4261.993302236994,2368.9814158325626
MasVnrType_Stone,3235.0435378326674,1868.0656873588287,0.0
ExterQual_Ex,18926.104610605697,16313.050103081781,9469.054476271122
ExterQual_Fa,0.0,0.0,0.0
ExterQual_Gd,-0.0,-0.0,-0.0
ExterQual_TA,-2253.415730710473,-2907.7100102824293,-4037.096019133956
ExterCond_Ex,0.0,0.0,0.0
ExterCond_Fa,0.0,0.0,0.0
ExterCond_Gd,-2008.9078719778704,-1414.3656881088941,-0.0
ExterCond_Po,-0.0,0.0,0.0
ExterCond_TA,-0.0,0.0,0.0
Foundation_BrkTil,-2216.7078358153076,-1494.2257390141513,-355.9334864955174
Foundation_CBlock,0.0,0.0,0.0
Foundation_PConc,876.6551013326498,1339.9383728464777,1281.760796645236
Foundation_Slab,0.0,0.0,-0.0
Foundation_Stone,0.0,0.0,0.0
Foundation_Wood,-0.0,-0.0,-0.0
BsmtQual_Ex,16657.157350162743,21142.332307031087,24646.296311460497
BsmtQual_Fa,0.0,0.0,0.0
BsmtQual_Gd,-4004.6246534181964,-1175.5112719685183,-0.0
BsmtQual_TA,-1721.9485319777689,-0.0,-0.0
BsmtCond_Fa,-2202.4772483233146,-0.0,-0.0
BsmtCond_Gd,-1356.357410250579,-0.0,-0.0
BsmtCond_Po,0.0,0.0,0.0
BsmtCond_TA,126.00481789522752,1454.5428820048976,1819.1605215863472
BsmtExposure_Av,0.0,0.0,0.0
BsmtExposure_Gd,15464.919861674356,15504.93560779432,15724.392232932489
BsmtExposure_Mn,-1380.8744690498736,-71.86860743910525,-0.0
BsmtExposure_No,-6106.169591337727,-5870.737257546984,-5814.001949045257
BsmtFinType1_ALQ,0.0,0.0,0.0
BsmtFinType1_BLQ,1215.8262790592523,1042.866858753549,316.19104896068706
BsmtFinType1_GLQ,3472.535061323716,3506.955565020949,3644.659042945182
BsmtFinType1_LwQ,-2409.174385093814,-786.8745778916668,-0.0
BsmtFinType1_Rec,-613.2905255331116,-0.0,-0.0
BsmtFinType1_Unf,-18.504287025960316,-865.4443514157816,-2834.822552149812
BsmtFinType2_ALQ,979.6479089812331,0.0,0.0
BsmtFinType2_BLQ,-2920.85354203795,-0.0,-0.0
BsmtFinType2_GLQ,0.0,0.0,0.0
BsmtFinType2_LwQ,-3816.647798149964,-402.10807073511353,-0.0
BsmtFinType2_Rec,-1784.102287215515,-0.0,-0.0
BsmtFinType2_Unf,0.0,0.0,0.0
Heating_Floor,-0.0,-0.0,0.0
Heating_GasA,0.0,0.0,0.0
Heating_GasW,-0.0,0.0,0.0
Heating_Grav,-0.0,0.0,0.0
Heating_OthW,-0.0,-0.0,-0.0
Heating_Wall,0.0,0.0,0.0
HeatingQC_Ex,2822.5573147506116,3176.7185590646363,2911.8470463411113
HeatingQC_Fa,0.0,0.0,0.0
HeatingQC_Gd,-856.2457900395282,-126.64786342515454,-0.0
HeatingQC_Po,-0.0,-0.0,-0.0
HeatingQC_TA,-0.0,-0.0,-0.0
CentralAir_N,-0.0,0.0,0.0
CentralAir_Y,0.0,-0.0,-0.0
Electrical_FuseA,0.0,0.0,0.0
Electrical_FuseF,0.0,0.0,0.0
Electrical_FuseP,-0.0,0.0,0.0
Electrical_Mix,-0.0,-0.0,-0.0
Electrical_SBrkr,-1612.6400692253883,-753.8622622961609,-0.0
KitchenQual_Ex,23806.02319769562,25170.418566406788,25859.65066805209
KitchenQual_Fa,721.6833623773645,0.0,0.0
KitchenQual_Gd,-807.7910339124552,-0.0,-0.0
KitchenQual_TA,-632.4099129150911,-254.33505522826493,-1094.1700895448075
Functional_Maj1,-29.43725762087438,-0.0,-0.0
Functional_Maj2,-0.0,-0.0,-0.0
Functional_Min1,0.0,-0.0,-0.0
Functional_Min2,0.0,0.0,-0.0
Functional_Mod,0.0,0.0,0.0
Functional_Sev,-0.0,-0.0,-0.0
Functional_Typ,12326.03186025426,11722.333094722857,9373.505877846866
FireplaceQu_Ex,-0.0,0.0,0.0
FireplaceQu_Fa,-1417.7007929577012,-0.0,-0.0
FireplaceQu_Gd,-1163.62427703489,-479.94601716999676,-0.0
FireplaceQu_Po,0.0,0.0,-0.0
FireplaceQu_TA,-0.0,-0.0,-0.0
GarageType_2Types,-4769.22825722171,-0.0,-0.0
GarageType_Attchd,-389.79265867162064,-0.0,-0.0
GarageType_Basment,-0.0,-0.0,-0.0
GarageType_BuiltIn,0.0,0.0,0.0
GarageType_CarPort,-0.0,-0.0,-0.0
GarageType_Detchd,0.0,0.0,-0.0
GarageFinish_Fin,0.0,0.0,0.0
GarageFinish_RFn,-2627.5706021009373,-2170.3063822776166,-1378.9576922522745
GarageFinish_Unf,-0.0,-0.0,-568.5324443153555
GarageQual_Ex,254.96045577802053,0.0,0.0
GarageQual_Fa,-10786.812309337782,-8567.230022349633,-3231.2803602075114
GarageQual_Gd,0.0,0.0,0.0
GarageQual_Po,-0.0,-0.0,-0.0
GarageQual_TA,-7310.983533510235,-5852.163571202021,-2467.168145374143
GarageCond_Ex,0.0,0.0,0.0
GarageCond_Fa,-1675.0251053711154,-0.0,-0.0
GarageCond_Gd,-0.0,-0.0,-0.0
GarageCond_Po,-0.0,-0.0,-0.0
GarageCond_TA,0.0,0.0,-0.0
PavedDrive_N,0.0,0.0,0.0
PavedDrive_P,-376.637675244991,-0.0,-0.0
PavedDrive_Y,0.0,0.0,0.0
PoolQC_Ex,51132.45031608966,16760.761632462378,0.0
PoolQC_Fa,-0.0,-0.0,-0.0
PoolQC_Gd,-0.0,-0.0,-0.0
Fence_GdPrv,-4674.50410213991,-2502.1989064021245,-0.0
Fence_GdWo,0.0,0.0,-0.0
Fence_MnPrv,911.9346058888573,866.5511027614886,0.0
Fence_MnWw,-0.0,-0.0,-0.0
MiscFeature_Gar2,-0.0,-0.0,-0.0
MiscFeature_Othr,0.0,0.0,0.0
MiscFeature_Shed,0.0,-0.0,-0.0
MiscFeature_TenC,-0.0,-0.0,-0.0
SaleType_COD,-6122.640972951897,-1840.542735281589,-0.0
SaleType_CWD,0.0,0.0,0.0
SaleType_Con,0.0,0.0,0.0
SaleType_ConLD,0.0,0.0,0.0
SaleType_ConLI,-0.0,-0.0,0.0
SaleType_ConLw,-0.0,-0.0,0.0
SaleType_New,9153.467508023245,11255.841506146417,10235.895900868914
SaleType_Oth,0.0,0.0,0.0
SaleType_WD,-8114.606032289218,-4118.471429520582,-1086.1785649313929
SaleCondition_Abnorml,-4721.067884734305,-4598.154824430604,-4283.001692889327
SaleCondition_AdjLand,0.0,0.0,0.0
SaleCondition_Alloca,0.0,0.0,-0.0
SaleCondition_Family,-563.8449087667191,-0.0,-0.0
SaleCondition_Normal,2953.720823152886,2078.317641558095,0.0
SaleCondition_Partial,0.0,0.0,0.0
